model,item_id,Correlation,MASE,RMSE,MSE
ChronosFineTuned[bolt_base],CP050000_CPI_CPI_5_5_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_05,0.7926596322287861,0.7746560106222092,4.957205943972752,24.57389077095878
ChronosZeroShot[bolt_base],CP050000_CPI_CPI_5_5_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_05,0.6809106933343905,0.5984696818724081,3.9240324522377796,15.398030686215241
ChronosFineTuned[bolt_base],CP050000_CPI_CPI_5_5_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_05_pct_change,0.8164239265805109,0.7393389073783722,0.01605778725634838,0.0002578525315701445
ChronosZeroShot[bolt_base],CP050000_CPI_CPI_5_5_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_05_pct_change,0.8152423182903179,0.6859181746263254,0.014794250129916012,0.00021886983690651992
ChronosFineTuned[bolt_base],CP060000_CPI_CPI_5_6_2_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_06,0.934978976792588,2.63419026714099,3.1655000021727755,10.020390263755841
ChronosZeroShot[bolt_base],CP060000_CPI_CPI_5_6_2_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_06,0.7790933788852944,2.0042193708143934,2.605093522705394,6.7865122620416
ChronosFineTuned[bolt_base],CP060000_CPI_CPI_5_6_2_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_06_pct_change,0.5952989604082598,1.2122769001991982,0.005578486664245393,3.111951346316369e-05
ChronosZeroShot[bolt_base],CP060000_CPI_CPI_5_6_2_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_06_pct_change,0.6358207641926148,1.1395209917756286,0.005277631557713342,2.7853394858971755e-05
ChronosFineTuned[bolt_base],CP070000_CPI_CPI_5_7_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_07,0.9832973497686324,1.175456425659906,1.822236099089061,3.320544400823318
ChronosZeroShot[bolt_base],CP070000_CPI_CPI_5_7_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_07,0.9595739731679878,0.7184609920146551,1.1228227073354582,1.260730832108128
ChronosFineTuned[bolt_base],CP070000_CPI_CPI_5_7_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_07_pct_change,0.14862644064664718,0.639444006995837,0.0025886402009851284,6.701058090156327e-06
ChronosZeroShot[bolt_base],CP070000_CPI_CPI_5_7_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_07_pct_change,-0.058555599645919214,0.5655210058536989,0.002273301728561423,5.167900749080355e-06
ChronosFineTuned[bolt_base],CP080000_CPI_CPI_5_8_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08,0.6592664801025027,1.2870453344453747,3.3673009928729076,11.33871597660287
ChronosZeroShot[bolt_base],CP080000_CPI_CPI_5_8_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08,0.7379352406065568,0.9156641258875055,2.4434465732985577,5.970431156564463
ChronosFineTuned[bolt_base],CP080000_CPI_CPI_5_8_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08_pct_change,0.3934604392811133,1.0702073967346852,0.01187313284876398,0.00014097128364439827
ChronosZeroShot[bolt_base],CP080000_CPI_CPI_5_8_1_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08_pct_change,0.35452042770966347,1.1161196316547646,0.011978320721426166,0.00014348016730534747
ChronosFineTuned[bolt_base],CPM0202_CPI_CPI_3_3_2_4_SUB_M_N__Z__Z_I22_L__Z_A__Z__Z_CP_03_04_03_01,-0.8546159798537903,3.0855030314800045,28.415364031429423,807.432913038653
ChronosZeroShot[bolt_base],CPM0202_CPI_CPI_3_3_2_4_SUB_M_N__Z__Z_I22_L__Z_A__Z__Z_CP_03_04_03_01,-0.4254036926482445,3.167593041318444,29.103619643291083,847.0206763413586
ChronosFineTuned[bolt_base],CPM0202_CPI_CPI_3_3_2_4_SUB_M_N__Z__Z_I22_L__Z_A__Z__Z_CP_03_04_03_01_pct_change,,0.11996840646530793,0.004949255281242855,2.4495127838910293e-05
ChronosZeroShot[bolt_base],CPM0202_CPI_CPI_3_3_2_4_SUB_M_N__Z__Z_I22_L__Z_A__Z__Z_CP_03_04_03_01_pct_change,,0.2041539641159461,0.00710505027641946,5.048173943044825e-05
ChronosFineTuned[bolt_base],CPM1217_CPI_CPI_3_8_1_27_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08_01_04_01,0.3406953757521892,1.7462553055382575,13.77095897918739,189.6393112064618
ChronosZeroShot[bolt_base],CPM1217_CPI_CPI_3_8_1_27_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08_01_04_01,0.2530875540297638,2.795345945212322,20.069947021719194,402.80277345461514
ChronosFineTuned[bolt_base],CPM1217_CPI_CPI_3_8_1_27_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08_01_04_01_pct_change,0.3348650894508855,2.428685933091184,0.0961822922861419,0.009251033349416833
ChronosZeroShot[bolt_base],CPM1217_CPI_CPI_3_8_1_27_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_08_01_04_01_pct_change,0.29342446572511377,2.5338730759551056,0.09788352814604709,0.009581185082317993
ChronosFineTuned[bolt_base],PT_EN_CPI_CPI_5_10_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z__Z,0.5838044606420589,0.4116541919505074,2.664881194552798,7.101591781081147
ChronosZeroShot[bolt_base],PT_EN_CPI_CPI_5_10_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z__Z,0.8453055620019801,0.3166593625298748,1.9082438993294948,3.6413947793282353
ChronosFineTuned[bolt_base],PT_EN_CPI_CPI_5_10_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z__Z_pct_change,-0.03224245859102009,0.32882736422944286,0.01060499151413597,0.00011246584501489591
ChronosZeroShot[bolt_base],PT_EN_CPI_CPI_5_10_SUB_M_N__Z__Z_I24_L__Z_A__Z__Z__Z_pct_change,0.10275534545170102,0.3501528178831152,0.01080121164540798,0.00011666617300889699
ChronosFineTuned[bolt_base],PT_EN_NO_GAS_ELEC_CPI_CPI_5_10_PART_M_N__Z__Z_I_JAN20_L__Z_A__Z__Z__Z,0.20977645493851674,0.5871666063514615,4.711604037715303,22.199212608215145
ChronosZeroShot[bolt_base],PT_EN_NO_GAS_ELEC_CPI_CPI_5_10_PART_M_N__Z__Z_I_JAN20_L__Z_A__Z__Z__Z,0.7617870991354725,0.3618944306875662,3.2379857912205785,10.484551984146355
ChronosFineTuned[bolt_base],PT_EN_NO_GAS_ELEC_CPI_CPI_5_10_PART_M_N__Z__Z_I_JAN20_L__Z_A__Z__Z__Z_pct_change,0.13543349585282569,0.32677364424231753,0.016631195898847286,0.0002765966770258348
ChronosZeroShot[bolt_base],PT_EN_NO_GAS_ELEC_CPI_CPI_5_10_PART_M_N__Z__Z_I_JAN20_L__Z_A__Z__Z__Z_pct_change,0.23638849162692813,0.34156684158882245,0.01742293817772802,0.00030355877474493254
ChronosFineTuned[bolt_base],Seasonal_1,0.770255958304376,1.8369477814650608,0.5611745238876809,0.3149168462605653
ChronosZeroShot[bolt_base],Seasonal_1,0.7958644070234027,1.5677882613204528,0.4896077788002731,0.23971577706173716
ChronosFineTuned[bolt_base],Seasonal_2,0.9627412437821724,2.280440076576331,0.3807170201166007,0.14494544940646412
ChronosZeroShot[bolt_base],Seasonal_2,0.9552028312041803,2.5359108524479637,0.43451232225042946,0.18880095818746104
ChronosFineTuned[bolt_base],Seasonal_3,0.9735746206595616,0.729325239561537,0.5417841233302697,0.2935300362927489
ChronosZeroShot[bolt_base],Seasonal_3,0.971262125620212,0.8567288383244801,0.6190982962932089,0.3832827004731539
,ALL_SERIES,,-0.9751421665674215,-6.29252190482658,-39.595831922722326
