item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,model_rank,model_name
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-04-01,103.6135,100.68661555791715,101.59914342923454,102.20697453892171,102.80796952962206,103.58008387509636,104.18433352100524,104.68750008246306,105.68522799251303,106.61461560456678,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-05-01,107.68899,104.75153740095732,105.70038355340154,106.43769950143997,107.16174612617976,107.62603739060071,108.2650563345523,108.81470208833127,109.81670760918144,111.15396425452047,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-06-01,107.813614,104.90591714325919,105.48535097587589,106.43336816868307,107.06390650486296,107.75400383753762,108.18844136295161,109.03836300900946,109.7470033703963,111.13365660875922,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-07-01,100.64207,97.68294037731167,98.6283087791995,99.40114165584433,100.38888325105916,100.68629844914511,101.24797344438946,101.7084064277276,102.47808985466239,103.6729609306654,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-08-01,102.005226,99.10548062887145,100.03682983848208,100.40911926754484,100.99874534916393,101.96648521531523,102.4972909773438,103.33705171220731,103.90347065468131,105.35594672045963,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-09-01,102.21518,98.84600656268682,99.88664563176886,100.90789256676794,101.75717551845199,102.47956720847094,102.85519411409209,103.53275632354271,104.544786958419,105.28283710653199,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-10-01,111.62134,108.96142869022188,109.6437990147949,110.17208581396605,110.69715228028988,111.43531211073105,112.11952465073503,112.71591746048026,113.45330653007082,115.09242610382549,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-11-01,115.61019,112.17818007376411,113.47738142804386,114.0669291651428,114.79463485204278,115.38287237030951,116.51118268813113,117.30817626865203,117.92897526176978,119.4139859414208,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2023-12-01,105.91549,103.34662914326111,104.19568526890586,104.92238814594793,105.49795922065206,105.98054504973555,106.37051571778878,107.04727582858075,107.76412445726447,108.35913541890193,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2024-01-01,106.43057,103.55023983588711,104.93647672908583,105.49921571752762,106.00181894457864,106.43979316547367,106.96361059630482,107.64120414356353,108.22523941099706,109.00348701319172,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2024-02-01,110.41265,107.77005700278556,108.69373516466607,109.41193355751125,109.73373106254456,110.46001610214583,110.92064905054488,111.51243893319673,112.23030977133385,113.3384870397534,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2024-03-01,105.43294,101.72958407073165,103.453217982133,104.25290736028535,105.05742574543214,105.7142818712762,106.11184748095428,106.59434377344331,107.4577466460733,108.31085579489385,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2024-04-01,113.832634,110.72139804393066,111.86698668606772,112.44129827934316,113.3161872047655,113.88407827808004,114.65311032629015,115.33210512125211,115.96493783266496,116.80991332801733,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2024-05-01,105.495316,102.4909100027121,103.37474960302706,103.83073858672694,104.6350831216528,105.59550411734548,106.32761127400133,106.96793446767884,107.547096705959,109.12687590173698,,cnn_multiscale
CP000000_CPI_CPI_5_0_3_MAIN_M_N__Z__Z_I24_L__Z_A__Z__Z_CP_00,2024-06-01,114.55641,111.59504837979634,112.44441415283029,113.049845681786,113.8137763825269,114.57657668376277,115.07122831508767,115.57902615689378,116.47252974030383,117.65302347765186,,cnn_multiscale
